Cohort Year,LEA Entity ID,LEA Name,School Entity ID,School Name,County,Subgroup,Number Graduated,Number in Cohort,Percent Graduated in 4 Years
2019,4209,Payson Unified District,10822,Payson Center for Success High School,Gila,Male,*,*,*
2019,4209,Payson Unified District,10822,Payson Center for Success High School,Gila,All,15,29,51.72
2019,4209,Payson Unified District,10822,Payson Center for Success High School,Gila,Female,12,20,60
2019,4209,Payson Unified District,10822,Payson Center for Success High School,Gila,Hispanic or Latino,*,*,*
2019,4209,Payson Unified District,4860,Payson High School,Gila,All,113,150,75.33
2019,4209,Payson Unified District,4860,Payson High School,Gila,Male,49,77,63.64
2019,4209,Payson Unified District,4860,Payson High School,Gila,Female,64,73,87.67
2019,4209,Payson Unified District,4860,Payson High School,Gila,Hispanic or Latino,21,30,70
2019,4210,San Carlos Unified District,89776,San Carlos Alternative High School,Gila,All,15,32,46.88
2019,4210,San Carlos Unified District,89776,San Carlos Alternative High School,Gila,Male,*,*,45.45
2019,4210,San Carlos Unified District,89776,San Carlos Alternative High School,Gila,Female,*,*,47.62
2019,4210,San Carlos Unified District,4863,San Carlos High School,Gila,All,50,52,96.15
2019,4210,San Carlos Unified District,4863,San Carlos High School,Gila,Female,22,23,95.65
2019,4210,San Carlos Unified District,4863,San Carlos High School,Gila,Male,28,29,96.55
2019,4213,Young Elementary District,4875,Young High School,Gila,All,*,*,*
2019,4213,Young Elementary District,4875,Young High School,Gila,Male,*,*,*
2019,4213,Young Elementary District,4875,Young High School,Gila,Female,*,*,*
2019,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,All,27,27,100
2019,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Female,17,17,100
2019,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Hispanic or Latino,*,*,*
2019,4221,Fort Thomas Unified District,4893,Fort Thomas High School,Graham,Male,*,*,*
2019,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,All,*,*,69.23
2019,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Female,*,*,*
2019,4221,Fort Thomas Unified District,90064,Mt. Turnbull Academy,Graham,Male,*,*,*
2019,4217,Graham County Special Services,4879,Dan Hinton Accommodation School,Graham,All,*,*,*
2019,4217,Graham County Special Services,4879,Dan Hinton Accommodation School,Graham,Male,*,*,*
2019,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,All,*,*,*
2019,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Female,*,*,*
2019,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Male,*,*,*
2019,4220,Pima Unified District,92296,Gila Valley Learning Center,Graham,Hispanic or Latino,*,*,*
2019,4220,Pima Unified District,4891,Pima High School,Graham,Male,29,30,96.67
2019,4220,Pima Unified District,4891,Pima High School,Graham,Female,31,33,93.94
2019,4220,Pima Unified District,4891,Pima High School,Graham,All,60,63,95.24
2019,4220,Pima Unified District,4891,Pima High School,Graham,Hispanic or Latino,*,*,*
2019,4218,Safford Unified District,216045,Henry Dunkerson Pathways Academy,Graham,All,*,*,< 2%
2019,4218,Safford Unified District,216045,Henry Dunkerson Pathways Academy,Graham,Female,*,*,< 2%
2019,4218,Safford Unified District,216045,Henry Dunkerson Pathways Academy,Graham,Male,*,*,< 2%
2019,4218,Safford Unified District,216045,Henry Dunkerson Pathways Academy,Graham,Hispanic or Latino,*,*,< 2%
2019,4218,Safford Unified District,4885,Mt Graham High School,Graham,All,44,48,91.67
2019,4218,Safford Unified District,4885,Mt Graham High School,Graham,Female,21,21,100
2019,4218,Safford Unified District,4885,Mt Graham High School,Graham,Hispanic or Latino,21,24,87.5
2019,4218,Safford Unified District,4885,Mt Graham High School,Graham,Male,23,27,85.19
2019,4218,Safford Unified District,4884,Safford High School,Graham,Male,93,98,94.9
2019,4218,Safford Unified District,4884,Safford High School,Graham,All,165,172,95.93
2019,4218,Safford Unified District,4884,Safford High School,Graham,Female,72,74,97.3
2019,4218,Safford Unified District,4884,Safford High School,Graham,Hispanic or Latino,83,87,95.4
2019,4219,Thatcher Unified District,4889,Thatcher High School,Graham,All,115,119,96.64
2019,4219,Thatcher Unified District,4889,Thatcher High School,Graham,Female,62,62,100
2019,4219,Thatcher Unified District,4889,Thatcher High School,Graham,Male,53,57,92.98
2019,4219,Thatcher Unified District,4889,Thatcher High School,Graham,Hispanic or Latino,26,27,96.3
2019,4228,Duncan Unified District,4903,Duncan High School,Greenlee,All,18,21,85.71
2019,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Female,*,*,*
2019,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Male,*,*,75
2019,4228,Duncan Unified District,4903,Duncan High School,Greenlee,Hispanic or Latino,*,*,*
2019,4230,Morenci Unified District,4906,Morenci High School,Greenlee,All,84,89,94.38
2019,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Female,37,37,100
2019,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Male,47,52,90.38
2019,4230,Morenci Unified District,4906,Morenci High School,Greenlee,Hispanic or Latino,55,57,96.49
2019,4515,Bicentennial Union High School District,6203,Salome High School,La Paz,All,28,31,90.32
2019,4515,Bicentennial Union High School District,6203,Salome High School,La Paz,Female,11,12,91.67
2019,4515,Bicentennial Union High School District,6203,Salome High School,La Paz,Male,17,19,89.47
2019,4515,Bicentennial Union High School District,6203,Salome High School,La Paz,Hispanic or Latino,16,19,84.21
2019,4510,Parker Unified School District,80408,Parker Alternative School,La Paz,Female,*,*,27.27
2019,4510,Parker Unified School District,80408,Parker Alternative School,La Paz,All,*,*,25
2019,4510,Parker Unified School District,80408,Parker Alternative School,La Paz,Male,*,*,*
2019,4510,Parker Unified School District,80408,Parker Alternative School,La Paz,Hispanic or Latino,*,*,*
2019,4510,Parker Unified School District,6197,Parker High School,La Paz,Male,69,71,97.18
2019,4510,Parker Unified School District,6197,Parker High School,La Paz,All,125,128,97.66
2019,4510,Parker Unified School District,6197,Parker High School,La Paz,Female,56,57,98.25
2019,4510,Parker Unified School District,6197,Parker High School,La Paz,Hispanic or Latino,57,59,96.61
2019,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,All,14,52,26.92
2019,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Hispanic or Latino,*,*,16.13
2019,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Male,*,*,19.35
2019,79213,Academy with Community Partners  Inc,10795,Academy with Community Partners,Maricopa,Female,*,*,38.1
2019,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,All,73,78,93.59
2019,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Hispanic or Latino,12,13,92.31
2019,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Male,40,43,93.02
2019,4297,"Accelerated Learning Center, Inc.",5462,Accelerated Learning Center,Maricopa,Female,33,35,94.29
2019,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,All,363,391,92.84
2019,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Female,188,202,93.07
2019,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Male,175,189,92.59
2019,4289,Agua Fria Union High School District,5454,Agua Fria High School,Maricopa,Hispanic or Latino,242,263,92.02
2019,4289,Agua Fria Union High School District,932049,Canyon View High School,Maricopa,Female,*,*,*
2019,4289,Agua Fria Union High School District,932049,Canyon View High School,Maricopa,All,*,*,*
2019,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Female,199,203,98.03
2019,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,All,386,403,95.78
2019,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Male,187,200,93.5
2019,4289,Agua Fria Union High School District,79799,Desert Edge High School,Maricopa,Hispanic or Latino,209,219,95.43
2019,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Male,253,277,91.34
2019,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,All,505,540,93.52
2019,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Female,252,263,95.82
2019,4289,Agua Fria Union High School District,78926,Millennium High School,Maricopa,Hispanic or Latino,185,200,92.5
2019,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,All,399,415,96.14
2019,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Male,200,211,94.79
2019,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Female,199,204,97.55
2019,4289,Agua Fria Union High School District,87903,Verrado High School,Maricopa,Hispanic or Latino,151,159,94.97
2019,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Male,*,*,14.29
2019,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,All,*,*,9.76
2019,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Female,*,*,5
2019,79053,AIBT Non-Profit Charter High School - Phoenix,79123,RCB Medical Arts Academy,Maricopa,Hispanic or Latino,*,*,8.33
2019,449790,"AIBT Non-Profit Charter High School, Inc.",742847,RCB College Preparatory Academy,Maricopa,Male,*,*,*
2019,449790,"AIBT Non-Profit Charter High School, Inc.",742847,RCB College Preparatory Academy,Maricopa,All,*,*,*
2019,79874,American Charter Schools Foundation d.b.a. Crestview College Preparatory High Sc,78813,Crestview College Preparatory High School,Maricopa,All,40,120,33.33
